67911892,0.106271,6107
977006741,0.009018,44135
468470677,0.021607,44337
307237062,0.032012,14026
2638055880,0.028515,28126
56791760,0.007040,30966
516555833,0.010842,11437
334039738,0.017521,46344
311685007,0.072643,1294
498221130,0.136697,1090
732847450,0.034716,14172
315319171,0.060851,7921
498238619,0.128861,2266
1246403355,0.032950,8164
88364071,0.078366,13807
556896005,0.277726,2146
370402964,0.110026,1536
1139044522,0.119747,6806
1061209974,0.072674,688
429849408,0.013590,11111
85197968,0.005724,29526
2567826347,0.014119,22806
484974730,0.036581,15254
434484170,0.002834,77617
220965907,0.021037,20345
730169782,0.114861,18640
864700399,0.079865,10405
301789021,0.049334,14493
96864840,0.022637,18156
109710029,0.036805,13585
1382247815,0.005161,59873
1220494643,0.163243,2775
110672431,0.041015,9850
145538439,0.077874,4854
177805636,0.026971,11160
424313977,0.114672,29362
1015083031,0.111314,6019
22152833,0.115226,1215
1156754263,0.006538,95286
497981731,0.074415,11745
850511661,0.135514,428
222095538,0.085550,16879
947717302,0.006878,36492
359375591,0.107553,10023
168828466,0.039746,8504
390013687,0.011733,8864
1257959523,0.030541,44498
432403182,0.014052,19499
129449791,0.128297,17288
2422622819,0.017039,15963
144888844,0.015393,37419
890838563,0.011655,49850
416268953,0.022843,4115
501305742,0.041455,11024
276070725,0.025022,6794
312161076,0.036050,18724
73355536,0.018353,30676
441799145,0.140318,6863
2924792496,0.017691,94116
3118202132,0.095758,825
3515047942,0.001329,109817
517833801,0.062945,842
457607269,0.036671,9817
1437055138,0.049208,15526
578735859,0.314642,642
1170861892,0.004981,33929
524941289,0.003169,53327
907120402,0.030566,2192
987643673,0.126471,3993
196833405,0.178541,5965
336773744,0.007822,21478
475728513,0.055497,13370
409692386,0.035637,11505
832780869,0.005848,35225
808946996,0.001567,112987
40769431,0.086024,5359
1390259109,0.004562,30468
39592576,0.004545,103195
183483879,0.011167,44238
1236288982,0.020607,14898
4348591,0.015180,13834
843916683,0.008571,49703
1004168933,0.016974,18440
300319492,0.136319,2032
331867844,0.059536,7760
336326490,0.003306,11797
543556588,0.003619,163047
525392579,0.029129,14350
31389108,0.101178,3904
2252106640,0.139706,1360
732765225,0.026349,11196
182140352,0.039171,10467
654149275,0.011639,55675
25607529,0.037398,9332
397184265,0.036425,20700
235309125,0.045414,6672
971698868,0.085204,1737
1297390685,0.069429,893
53610166,0.008662,13046
115553908,0.031255,36954
1087719748,0.325052,2858
93708125,0.018841,32801
1523380056,0.085748,4245
478305600,0.023232,15539
472738547,0.025615,53718
1101492426,0.004627,13401
40625108,0.039360,6504
67064997,0.003992,29307
113830552,0.011601,13620
115738342,0.156434,2378
441448801,0.115502,1974
531611079,0.033864,11369
180136995,0.036324,5506
1041416156,0.019004,13155
228667079,0.021537,31992
7596570,0.012853,23030
162855363,0.026080,8244
665845297,0.068282,3632
43981080,0.159370,1713
476321646,0.014813,52925
495900679,0.115264,2863
171323127,0.012308,8287
105874533,0.092344,17424
1922092639,0.001276,23519
557623293,0.089143,2008
221364298,0.117919,3460
313067043,0.071928,2433
181752907,0.016420,41657
1115549475,0.020914,5403
297668360,0.034970,14727
420772244,0.106877,1207
206299566,0.011577,4578
196324550,0.048389,15582
2338161990,0.021977,8509
410839186,0.028186,12524
922866492,0.051400,8677
219027828,0.254074,3007
544037621,0.129220,859
634753631,0.043599,2523
60959978,0.014614,9648
3092484876,0.004775,41881
432452509,0.017705,18130
511932836,0.056952,5531
601036172,0.003116,28881
992281057,0.021484,38401
699152589,0.072565,9743
1323111024,0.005487,53403
402805851,0.005514,7979
273210841,0.012799,42424
1348958705,0.029421,47653
831847185,0.012690,12845
1348150637,0.039096,6241
28238887,0.066879,2512
150973507,0.059902,7963
141526559,0.006365,2828
75256135,0.026002,1846
478741593,0.043142,904
30179719,0.080580,10201
2604498938,0.133072,3066
1331002472,0.191710,579
167641596,0.188051,4536
711987732,0.102356,1231
582178865,0.001237,166511
280994487,0.025493,11611
1348309085,0.016165,23012
